question,query,some_tables_in_query,only_relevant_tables,no_relevant_tables,founded_tables,method
"Wie lauten die Vornamen der Studierenden, die sowohl Katzen als auch Hunde als Haustiere haben?",SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat' INTERSECT SELECT T1.Fname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog',True,False,False,"['Dogs', 'Pets']",cross-encoder
"Finden Sie die Hauptfächer und das Alter der Studierenden, die keine Katze als Haustier haben.","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",True,False,False,['Has_Pet'],cross-encoder
"Welches Hauptfach hat jeder Studierende, die keine Katze als Haustier besitzt, und wie alt sind sie?","SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",True,False,False,['Has_Pet'],cross-encoder
"Finden Sie die ID von Studierenden, die keine Katze als Haustier haben.",SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',True,False,False,['Has_Pet'],cross-encoder
"Was sind die IDs der Studierenden, die keine Katzen als Haustiere besitzen?",SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',True,False,False,['Pets'],cross-encoder
"Finden Sie den Vornamen und das Alter von Studierenden, die einen Hund, aber keine Katze als Haustier haben.","SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",True,False,False,['Has_Pet'],cross-encoder
Finden Sie den Typ und das Gewicht des jüngsten Haustieres.,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1",True,False,False,['Pets'],cross-encoder
"Welche Art von Haustier ist das jüngste Tier, und wie viel wiegt es?","SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1",False,False,False,['Has_Pet'],cross-encoder
"Ermitteln Sie die ID und das Gewicht aller Haustiere, die älter als 1 Jahr sind.","SELECT petid ,  weight FROM pets WHERE pet_age  >  1",True,False,False,['Pets'],cross-encoder
"Was ist die ID und das Gewicht jedes Haustieres, das älter als 1 Jahr ist?","SELECT petid ,  weight FROM pets WHERE pet_age  >  1",True,False,False,['Pets'],cross-encoder
Finden Sie das Durchschnitts- und Höchstalter für jede Art von Haustier.,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype",False,False,False,['Has_Pet'],cross-encoder
Was ist das Durchschnitts- und Höchstalter für jede Art von Haustier?,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype",False,False,False,['Has_Pet'],cross-encoder
Ermitteln Sie das Durchschnittsgewicht für jede Haustierart.,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype",False,False,False,['Has_Pet'],cross-encoder
Wie hoch ist das Durchschnittsgewicht für jede Art von Haustier?,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype",False,False,False,['Has_Pet'],cross-encoder
"Finden Sie den Vornamen und das Alter von Studierenden, die ein Haustier haben.","SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",True,False,False,['Has_Pet'],cross-encoder
"Wie lauten die verschiedenen Vornamen und das Alter der Studierenden, die Haustiere haben?","SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid",False,False,False,['Pets'],cross-encoder
"Finden Sie den Ausweis des Haustieres des Studierenden, dessen Nachname ""Smith"" lautet.",SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',False,False,False,['Pets'],cross-encoder
"Was ist die ID des Haustiers, das der Student mit dem Nachnamen ""Smith"" besitzt?",SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',True,False,False,"['Has_Pet', 'Student', 'Students']",cross-encoder
"Finden Sie die Anzahl der Haustiere für alle Studierenden, die ein Haustier und eine Student-ID haben.","SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid",True,False,False,"['Pets', 'Has_Pet']",cross-encoder
"Für Studierende, die Haustiere haben , wie viele Haustiere hat jeder Studierende ? Geben Sie statt der Namen ihre IDs an.","select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid",False,False,False,"['Pets', 'Pets']",cross-encoder
"Finden Sie den Vornamen und das Geschlecht von Studierenden, die mehr als ein Haustier haben.","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",True,False,False,['Has_Pet'],cross-encoder
"Wie lautet der Vorname und das Geschlecht aller Studierenden, die mehr als ein Haustier haben?","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",True,False,False,['Has_Pet'],cross-encoder
"Ermitteln Sie das Durchschnittsalter von Studierenden, die kein Haustier haben.",select avg(age) from student where stuid not in (select stuid from has_pet),True,False,False,['Has_Pet'],cross-encoder
"Wie hoch ist das Durchschnittsalter für alle Studierenden, die keine Haustiere besitzen?",select avg(age) from student where stuid not in (select stuid from has_pet),False,False,False,['Pets'],cross-encoder
Wie viele Kontinente gibt es?,SELECT count(*) FROM CONTINENTS;,True,False,False,['continents'],cross-encoder
Wie viele Kontinente gibt es?,SELECT count(*) FROM CONTINENTS;,True,False,False,['continents'],cross-encoder
"Wie viele Länder gibt es auf jedem Kontinent? Geben Sie die Kontinent-ID, den Namen des Kontinents und die Anzahl der Länder an.","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;",True,False,False,"['country', 'countries', 'continents', 'continents', 'country', 'countries']",cross-encoder
"Geben Sie für jeden Kontinent seine ID, seinen Namen und die Anzahl seiner Länder an.","SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;",True,False,False,"['continents', 'country', 'countries']",cross-encoder
Wie viele Länder sind aufgelistet?,SELECT count(*) FROM COUNTRIES;,True,False,False,"['country', 'countries']",cross-encoder
Wie viele Länder gibt es?,SELECT count(*) FROM COUNTRIES;,True,False,False,"['country', 'countries']",cross-encoder
"Wie viele Modelle stellt jeder Autohersteller her? Geben Sie den vollständigen Namen, die ID und die Nummer des Herstellers an.","SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;",True,False,False,"['car_makers', 'manufacturer']",cross-encoder
Wie lautet der vollständige Name jedes Autoherstellers mit seiner ID und wie viele Modelle produziert er?,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;",True,False,False,['car_makers'],cross-encoder
"Finden Sie die Namen der Autohersteller, die im Jahr 1970 einige Autos hergestellt haben?",SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,True,False,False,"['car_makers', 'made_by']",cross-encoder
"Wie lauten die Namen der verschiedenen Autohersteller, die im Jahr 1970 ein Auto produziert haben?",SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,True,False,False,['car_makers'],cross-encoder
"Welches ist der Autohersteller, das im frühesten Jahr produziert wurde, und welches Jahr war es?","SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);",False,False,False,['car_makers'],cross-encoder
Wie viele Autohersteller gibt es auf jedem Kontinent? Geben Sie den Namen des Kontinents und die Anzahl an.,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",True,False,False,"['car_makers', 'continents', 'continents']",cross-encoder
Wie lauten die Namen der einzelnen Kontinente und wie viele Autohersteller gibt es auf jedem Kontinent?,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;",True,False,False,"['continents', 'car_makers', 'continents']",cross-encoder
In welchem der Länder gibt es die meisten Autohersteller? Führen Sie den Namen des Landes auf.,SELECT T2.CountryName FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId GROUP BY T1.Country ORDER BY Count(*) DESC LIMIT 1;,True,False,False,"['country', 'countries', 'car_makers', 'country', 'countries']",cross-encoder
Wie lautet der Name des Landes mit den meisten Autoherstellern?,SELECT T2.CountryName FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId GROUP BY T1.Country ORDER BY Count(*) DESC LIMIT 1;,True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
Wie viele Automodelle werden von jedem Hersteller produziert? Geben Sie nur die Anzahl und den vollständigen Namen des Herstellers an.,"select count(*) ,  t2.fullname from model_list as t1 join car_makers as t2 on t1.maker  =  t2.id group by t2.id;",False,False,False,"['manufacturer', 'manufacturer']",cross-encoder
"Wie viele Automodelle werden von jedem Hersteller produziert, und wie lauten die ID und der vollständige Name jedes Herstellers?","SELECT Count(*) ,  T2.FullName ,  T2.id FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id GROUP BY T2.id;",False,False,False,"['manufacturer', 'manufacturer']",cross-encoder
Wie viele Autohersteller gibt es in Frankreich?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,True,False,False,['car_makers'],cross-encoder
Wie hoch ist die Zahl der Autohersteller in Frankreich?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN COUNTRIES AS T2 ON T1.Country  =  T2.CountryId WHERE T2.CountryName  =  'france';,True,False,False,['car_makers'],cross-encoder
Wie viele Automodelle werden in den USA hergestellt?,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,False,False,False,['made_by'],cross-encoder
Wie viele Automodelle werden in den Vereinigten Staaten hergestellt?,SELECT count(*) FROM MODEL_LIST AS T1 JOIN CAR_MAKERS AS T2 ON T1.Maker  =  T2.Id JOIN COUNTRIES AS T3 ON T2.Country  =  T3.CountryId WHERE T3.CountryName  =  'usa';,False,False,False,['made_by'],cross-encoder
Welches sind alle Hersteller und Modelle?,"SELECT Maker ,  Model FROM MODEL_LIST;",False,False,False,['manufacturer'],cross-encoder
Welches sind die Hersteller und Modelle?,"SELECT Maker ,  Model FROM MODEL_LIST;",False,False,False,['manufacturer'],cross-encoder
In welchen Ländern gibt es mindestens einen Autohersteller? Name und ID der Liste.,"SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",True,False,False,"['country', 'countries', 'car_makers', 'list']",cross-encoder
"Wie lauten die Namen und IDs aller Länder, in denen es mindestens einen Autohersteller gibt?","SELECT T1.CountryName ,  T1.CountryId FROM COUNTRIES AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.CountryId HAVING count(*)  >=  1;",True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
Welche Länder in Europa haben mindestens 3 Autohersteller?,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
Wie lauten die Namen aller europäischen Länder mit mindestens 3 Herstellern?,SELECT T1.CountryName FROM COUNTRIES AS T1 JOIN CONTINENTS AS T2 ON T1.Continent  =  T2.ContId JOIN CAR_MAKERS AS T3 ON T1.CountryId  =  T3.Country WHERE T2.Continent  =  'europe' GROUP BY T1.CountryName HAVING count(*)  >=  3;,True,False,False,"['country', 'countries']",cross-encoder
Wie viele Autos wurden 1980 hergestellt?,SELECT count(*) FROM CARS_DATA WHERE YEAR  =  1980;,False,False,False,['made_by'],cross-encoder
Wie viele Automodelle wurden vom Hersteller mit dem vollen Namen American Motor Company hergestellt?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';,False,False,False,"['manufacturer', 'made_by']",cross-encoder
Wie viele Automodelle hat der Autohersteller American Motor Company hergestellt?,SELECT count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker WHERE T1.FullName  =  'American Motor Company';,True,False,False,"['car_makers', 'made_by']",cross-encoder
Welche Hersteller haben mehr als 3 Automodelle entworfen? Geben Sie den vollständigen Namen und die ID an.,"SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",False,False,False,['manufacturer'],cross-encoder
Wie lauten die Namen und IDs aller Hersteller mit mehr als 3 Modellen?,"SELECT T1.FullName ,  T1.Id FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >  3;",False,False,False,['manufacturer'],cross-encoder
Welche markanten Modelle werden von Herstellern mit dem vollen Namen General Motors oder mit einem Gewicht von mehr als 3500 hergestellt?,SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;,False,False,False,['made_by'],cross-encoder
"Was sind die verschiedenen Modelle, die entweder vom Autohersteller General Motors hergestellt werden oder mehr als 3500 wiegen?",SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;,True,False,False,"['car_makers', 'made_by']",cross-encoder
In welchen verschiedenen Jahren wurden Autos mit einem Gewicht von weniger als 4000 und Autos mit einem Gewicht von mehr als 3000 hergestellt?,select distinct year from cars_data where weight between 3000 and 4000;,False,False,False,['made_by'],cross-encoder
In wie vielen Ländern gibt es mehr als 2 Autohersteller?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
Wie hoch ist die Zahl der Länder mit mehr als 2 Autoherstellern ?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
Welches ist das maximale mpg der Autos mit 8 Zylindern oder die vor 1980 hergestellt wurden ?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,False,False,False,['made_by'],cross-encoder
"Wie lauten die Namen der Länder, in denen es keinen einzigen Autohersteller gibt?",SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
"Wie lauten die Namen der Länder, in denen es keine Autohersteller gibt?",SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
"Welches sind die Autohersteller, die mindestens 2 Modelle und mehr als 3 Autohersteller produzieren? Führen Sie die ID und den Hersteller auf.","select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;",True,False,False,"['car_makers', 'car_makers', 'manufacturer']",cross-encoder
"Welches sind die IDs und Hersteller aller Autohersteller, die mindestens 2 Modelle und mehr als 3 Autos herstellen?","SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;",True,False,False,"['manufacturer', 'car_makers', 'made_by']",cross-encoder
"Was sind die IDs und die Namen der Länder, die mehr als 3 Autohersteller haben oder das ""Fiat""-Modell produzieren?","SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';",True,False,False,"['country', 'countries', 'car_makers']",cross-encoder
"Wie lauten die IDs und Namen aller Länder, die entweder mehr als 3 Autohersteller haben oder Fiat-Modelle herstellen?","select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';",True,False,False,"['country', 'countries', 'car_makers', 'made_by']",cross-encoder
"Zu welchem Land gehört die Fluggesellschaft ""JetBlue Airways""?","SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",True,False,False,"['country', 'countries', 'airlines']",cross-encoder
"Zu welchem Land gehört die Fluggesellschaft ""JetBlue Airways""?","SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",True,False,False,"['country', 'countries', 'airlines']",cross-encoder
"Wie lautet die Abkürzung der Fluggesellschaft ""JetBlue Airways""?","SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",True,False,False,['airlines'],cross-encoder
"Führen Sie alle Namen von Fluggesellschaften und ihre Abkürzungen in ""USA"" auf.","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
Wie lauten die Namen und Abkürzungen der Fluggesellschaften in den USA?,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
Führen Sie den Flughafencode und -namen in der Stadt Anthony auf.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",True,False,False,['city'],cross-encoder
"Geben Sie den Flughafencode und den Namen des Flughafens an, der der Stadt Anthony entspricht.","SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",True,False,False,"['airport', 'airports', 'city']",cross-encoder
Wie viele Fluggesellschaften haben wir?,SELECT count(*) FROM AIRLINES,True,False,False,['airlines'],cross-encoder
Wie hoch ist die Gesamtzahl der Fluggesellschaften?,SELECT count(*) FROM AIRLINES,True,False,False,['airlines'],cross-encoder
Wie viele Flughäfen haben wir?,SELECT count(*) FROM AIRPORTS,True,False,False,"['airport', 'airports']",cross-encoder
Geben Sie die Anzahl der Flughäfen zurück.,SELECT count(*) FROM AIRPORTS,True,False,False,"['airport', 'airports']",cross-encoder
Wie viele Flüge haben wir?,SELECT count(*) FROM FLIGHTS,True,False,False,"['flight', 'flights']",cross-encoder
Geben Sie die Anzahl der Flüge zurück.,SELECT count(*) FROM FLIGHTS,True,False,False,"['flight', 'flights']",cross-encoder
Welche Fluggesellschaft hat die Abkürzung 'UAL'?,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",True,False,False,['airlines'],cross-encoder
Geben Sie die Fluggesellschaft mit der Abkürzung 'UAL' an.,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",True,False,False,['airlines'],cross-encoder
Wie viele Fluggesellschaften kommen aus den USA?,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
Geben Sie die Anzahl der Fluggesellschaften in den USA zurück.,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",True,False,False,['airlines'],cross-encoder
In welcher Stadt und in welchem Land befindet sich der Flughafen Alton?,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",True,False,False,"['city', 'country', 'countries', 'airport', 'airports']",cross-encoder
Geben Sie die Stadt und das Land für den Flughafen Alton an.,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",True,False,False,"['city', 'country', 'countries', 'airport', 'airports']",cross-encoder
Wie lautet der Flughafenname für den Flughafen 'AKO'?,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",True,False,False,"['airport', 'airports']",cross-encoder
Geben Sie den Namen des Flughafens mit dem Code 'AKO' zurück.,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",True,False,False,"['airport', 'airports']",cross-encoder
Wie lauten die Flughafennamen bei der Stadt 'Aberdeen'?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",True,False,False,['city'],cross-encoder
Wie lauten die Namen der Flughäfen in Aberdeen?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",True,False,False,"['airport', 'airports']",cross-encoder
Wie viele Flüge starten von 'APG'?,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,"['flight', 'flights']",cross-encoder
"Zählen Sie die Anzahl der Flüge, die von 'APG' abfliegen.","SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",True,False,False,"['flight', 'flights']",cross-encoder
Wie viele Flüge haben Zielflughafen ATO?,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",True,False,False,"['flight', 'flights']",cross-encoder
Zählen Sie die Anzahl der Flüge nach 'ATO'.,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",True,False,False,"['flight', 'flights']",cross-encoder
Wieviele Flüge starten von der Stadt Aberdeen?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights', 'city']",cross-encoder
"Geben Sie die Anzahl der Flüge zurück, die von Aberdeen abgeflogen sind.","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights']",cross-encoder
Wie viele Flüge kommen in der Stadt Aberdeen an?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights', 'city']",cross-encoder
"Geben Sie die Anzahl der Flüge zurück, die in Aberdeen ankommen.","SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights']",cross-encoder
Wie viele Flüge gehen von der Stadt 'Aberdeen' ab und haben das Ziel Stadt 'Ashley'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights', 'city', 'city']",cross-encoder
Wie viele Flüge fliegen von Aberdeen nach Ashley?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",True,False,False,"['flight', 'flights']",cross-encoder
Wie viele Flüge hat die Fluggesellschaft 'JetBlue Airways'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",True,False,False,"['flight', 'flights', 'airlines']",cross-encoder
Geben Sie die Anzahl der Flüge der Fluggesellschaft 'JetBlue Airways' an.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",True,False,False,"['flight', 'flights', 'airlines']",cross-encoder
Wie viele Flüge der Fluggesellschaft 'United Airlines' gehen zum Flughafen 'ASY'?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",True,False,False,"['flight', 'flights', 'airlines', 'airlines', 'airport', 'airports']",cross-encoder
